Beat,Position,Pitch,Type
264.0,201,0,1
264.6666666666667,201,65,5
265.0,202,70,5
265.6666666666667,203,74,5
266.0,204,72,5
266.6666666666667,205,70,5
267.0,206,69,5
267.6666666666667,207,70,5
268.0,208,72,5
268.6666666666667,209,70,5
269.0,210,74,5
269.6666666666667,211,66,5
270.6666666666667,212,69,5
271.6666666666667,213,72,5
272.0,214,70,5
272.6666666666667,215,65,5
273.6666666666667,216,74,5
274.0,217,75,5
274.6666666666667,218,74,5
275.0,219,71,5
275.6666666666667,220,67,5
276.0,221,74,0
277.0,222,0,1
277.6666666666667,222,74,5
278.0,223,72,5
278.6666666666667,224,71,5
279.0,225,74,5
279.6666666666667,226,72,5
280.0,227,0,1
281.6666666666667,227,65,5
282.6666666666667,228,70,5
283.6666666666667,229,66,5
284.0,230,67,5
284.6666666666667,231,70,5
285.0,232,72,5
285.6666666666667,233,74,5
286.0,234,75,0
286.3333333333333,235,77,0
286.6666666666667,236,75,0
287.0,237,74,5
287.6666666666667,238,69,5
288.6666666666667,239,70,5
288.75,240,72,0
289.0,241,69,5
289.6666666666667,242,70,5
289.75,243,72,0
290.0,244,68,0
291.0,245,0,1
291.6666666666667,245,67,5
292.0,246,70,5
292.6666666666667,247,72,5
293.0,248,70,5
293.6666666666667,249,70,5
294.0,250,0,1
296.6666666666667,250,65,5
297.0,251,70,5
297.6666666666667,252,74,5
298.0,253,72,5
298.6666666666667,254,70,5
299.0,255,69,5
299.6666666666667,256,70,5
300.0,257,72,5
300.6666666666667,258,70,5
301.0,259,74,5
301.6666666666667,260,66,5
302.6666666666667,261,69,5
303.6666666666667,262,72,5
304.0,263,70,5
304.6666666666667,264,65,5
305.6666666666667,265,74,5
306.0,266,75,5
306.6666666666667,267,74,5
307.0,268,71,5
307.6666666666667,269,67,5
308.0,270,74,0
309.0,271,0,1
309.6666666666667,271,74,5
310.0,272,72,5
310.6666666666667,273,71,5
311.0,274,74,5
311.6666666666667,275,72,5
312.0,276,0,1
313.6666666666667,276,65,5
314.6666666666667,277,70,5
315.6666666666667,278,66,5
316.0,279,67,5
316.6666666666667,280,70,5
317.0,281,72,5
317.6666666666667,282,74,5
318.0,283,75,0
318.3333333333333,284,77,0
318.6666666666667,285,75,0
319.0,286,74,5
319.6666666666667,287,69,5
320.6666666666667,288,70,5
320.75,289,72,0
321.0,290,69,5
321.6666666666667,291,70,5
321.75,292,72,0
322.0,293,68,0
323.0,294,0,1
323.6666666666667,294,66,5
324.0,295,67,5
324.6666666666667,296,72,5
325.0,297,70,5
325.6666666666667,298,67,5
326.0,299,74,5
326.6666666666667,300,72,5
327.0,301,0,1
328.6666666666667,301,65,5
329.0,302,70,5
329.6666666666667,303,74,5
330.0,304,72,5
330.6666666666667,305,70,5
331.0,306,69,5
331.6666666666667,307,70,5
332.0,308,72,5
332.6666666666667,309,70,5
333.0,310,74,5
333.6666666666667,311,66,5
334.6666666666667,312,69,5
335.6666666666667,313,72,5
336.0,314,70,5
336.6666666666667,315,65,5
337.6666666666667,316,74,5
338.0,317,75,5
338.6666666666667,318,74,5
339.0,319,71,5
339.6666666666667,320,67,5
340.0,321,74,0
341.0,322,0,1
341.6666666666667,322,74,5
342.0,323,72,5
342.6666666666667,324,71,5
343.0,325,74,5
343.6666666666667,326,72,5
344.0,327,0,1
345.6666666666667,327,65,5
346.6666666666667,328,70,5
347.6666666666667,329,66,5
348.0,330,67,5
348.6666666666667,331,70,5
349.0,332,72,5
349.6666666666667,333,74,5
350.0,334,75,0
350.3333333333333,335,77,0
350.6666666666667,336,75,0
351.0,337,74,5
351.6666666666667,338,69,5
352.6666666666667,339,70,5
352.75,340,72,0
353.0,341,69,5
353.6666666666667,342,70,5
353.75,343,72,0
354.0,344,68,0
355.0,345,0,1
355.6666666666667,345,67,5
356.0,346,70,5
356.6666666666667,347,72,5
357.0,348,70,5
357.6666666666667,349,70,5
358.0,350,0,1
360.0,350,67,0
361.0,351,0,1
361.6666666666667,351,64,5
362.0,352,71,5
362.6666666666667,353,69,5
363.0,354,66,5
363.6666666666667,355,62,5
364.0,356,63,5
364.6666666666667,357,64,5
365.0,358,67,0
365.25,359,71,0
365.6666666666667,360,66,5
367.0,361,0,1
367.6666666666667,361,62,5
368.0,362,67,5
368.6666666666667,363,72,5
369.0,364,71,0
369.1666666666667,365,72,0
369.3333333333333,366,71,0
369.6666666666667,367,67,5
370.0,368,72,5
370.6666666666667,369,71,5
371.0,370,67,5
371.6666666666667,371,65,5
373.0,372,0,1
374.6666666666667,372,67,5
375.6666666666667,373,65,5
376.0,374,69,0
377.0,375,0,1
377.6666666666667,375,67,5
378.0,376,72,5
378.6666666666667,377,70,5
379.0,378,67,5
379.6666666666667,379,62,5
380.0,380,65,5
380.6666666666667,381,63,5
381.0,382,64,5
381.6666666666667,383,69,5
383.6666666666667,384,60,5
384.0,385,67,0
385.0,386,0,1
385.6666666666667,386,65,5
386.0,387,72,5
386.6666666666667,388,70,5
387.0,389,67,5
387.6666666666667,390,63,5
388.0,391,66,0
388.75,384,0,1
392.0,385,0,4
